defects4j-math0,src/main/java/org/apache/commons/math3/optim/BaseOptimizer.java,src/main/java/org/apache/commons/math3/optim/BaseOptimizer.java,67017f3679660f547d50eee807d43583d3ee0b07,a3a1f9a217c2ac49927aa3364ecd2eee4079a29f,Math-6,Math-6,Math-6,Math-6,Math-6,defects4j-math,1
defects4j-math1,src/main/java/org/apache/commons/math3/distribution/DiscreteDistribution.java,src/main/java/org/apache/commons/math3/distribution/DiscreteDistribution.java,d5a5da054f43b1ae8aa056f6069532de889c83d3,bfb0859514bc4f8412653c9e418c5cc9820d0d44,Math-8,Math-8,Math-8,Math-8,Math-8,defects4j-math,1
defects4j-math2,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java,e4ed959be81916b9a1aa6cf68d80fdccf71bd7c8,c422db8ac25e93712db663f1e9701d44458a90e1,Math-9,Math-9,Math-9,Math-9,Math-9,defects4j-math,1
defects4j-math3,src/main/java/org/apache/commons/math3/distribution/MultivariateNormalDistribution.java,src/main/java/org/apache/commons/math3/distribution/MultivariateNormalDistribution.java,23beda6ef46c374b90d712e801ed71f07d90fed8,019a0421f3a6bfb34faccb9c579dbc6c32f5d3a0,Math-11,Math-11,Math-11,Math-11,Math-11,defects4j-math,1
defects4j-math4,src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,b5839871867024885927edc2b087e0c718fb73b3,36d811b2d4cfe1b867823bd60ccca25abbc80b46,Math-24,Math-24,Math-24,Math-24,Math-24,defects4j-math,1
defects4j-math5,src/main/java/org/apache/commons/math/stat/descriptive/moment/Variance.java,src/main/java/org/apache/commons/math/stat/descriptive/moment/Variance.java,96287d3103a142a4200e4027876a62939a3e322c,900592f22b9a1c0b12334b1a78902699d7a75c8b,Math-41,Math-41,Math-41,Math-41,Math-41,defects4j-math,1
defects4j-math6,src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java,src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java,34fef656d03a5ba75047a55a894f6f72cbe59f2e,2f066a5b2d2fe8a00a251a3220b0d52446fe392d,Math-50,Math-50,Math-50,Math-50,Math-50,defects4j-math,1
defects4j-math7,src/main/java/org/apache/commons/math/util/MultidimensionalCounter.java,src/main/java/org/apache/commons/math/util/MultidimensionalCounter.java,cb50fe991de0296fc781a10ba0e28e19016e52a8,512526d572d8abe9379d98be50aa1d2e7d128217,Math-56,Math-56,Math-56,Math-56,Math-56,defects4j-math,1
defects4j-math8,src/main/java/org/apache/commons/math/optimization/fitting/GaussianFitter.java,src/main/java/org/apache/commons/math/optimization/fitting/GaussianFitter.java,ba96c9afd8f42adb6abc9d5e447bec823c95db88,19a21f531697627f3cf49482796884763a6c74ba,Math-58,Math-58,Math-58,Math-58,Math-58,defects4j-math,1
defects4j-math9,src/main/java/org/apache/commons/math/util/FastMath.java,src/main/java/org/apache/commons/math/util/FastMath.java,0db46cc7ea92847d8c71564ac3e0020d7c6be144,80b1e90b42a34856b61cec628fcea6633d1000cd,Math-59,Math-59,Math-59,Math-59,Math-59,defects4j-math,1
defects4j-math10,src/main/java/org/apache/commons/math/util/MathUtils.java,src/main/java/org/apache/commons/math/util/MathUtils.java,006e834bc3d18fc1d649392a606f4f291378c965,adc837ab18b037b1f28974702aaaea4dcc36595f,Math-63,Math-63,Math-63,Math-63,Math-63,defects4j-math,1
defects4j-math11,src/main/java/org/apache/commons/math/linear/EigenDecompositionImpl.java,src/main/java/org/apache/commons/math/linear/EigenDecompositionImpl.java,9c04d147e8d81894d73ab519bc199a6d9766b1e1,0905e8cf724b358277e219cbf1a06413faa48c9e,Math-80,Math-80,Math-80,Math-80,Math-80,defects4j-math,1
defects4j-math12,src/java/org/apache/commons/math/fraction/Fraction.java,src/java/org/apache/commons/math/fraction/Fraction.java,d2d4c5fd63f279be0797468277593ef72506c696,654e874a0505edeee9096d72cf86a39bf437f26d,Math-91,Math-91,Math-91,Math-91,Math-91,defects4j-math,1
defects4j-math13,src/java/org/apache/commons/math/util/MathUtils.java,src/java/org/apache/commons/math/util/MathUtils.java,12643c4a91cd155f1230591936e430064d152903,20786a617657c0c20315005c621052a2735dfe67,Math-94,Math-94,Math-94,Math-94,Math-94,defects4j-math,1
defects4j-math14,src/java/org/apache/commons/math/complex/Complex.java,src/java/org/apache/commons/math/complex/Complex.java,d5e5ca813228dac93f3111b3879e44e1642bf0cf,0a904461932f2c0455611e77ec6a8d8aced2980b,Math-96,Math-96,Math-96,Math-96,Math-96,defects4j-math,1
defects4j-math15,src/java/org/apache/commons/math/estimation/AbstractEstimator.java,src/java/org/apache/commons/math/estimation/AbstractEstimator.java,050937756c7b40d9485c211d31c1448af5cfcb38,718a708ecfd5ac3f2d3091b2ea60e87d0d72f6a4,Math-100,Math-100,Math-100,Math-100,Math-100,defects4j-math,1
defects4j-math16,src/java/org/apache/commons/math/special/Gamma.java,src/java/org/apache/commons/math/special/Gamma.java,d5e5ca813228dac93f3111b3879e44e1642bf0cf,0a904461932f2c0455611e77ec6a8d8aced2980b,Math-104,Math-104,Math-104,Math-104,Math-104,defects4j-math,1
